poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,yes,no,alternate_answers
88351,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/21/2024,9/24/2024,,,,210670,1622,a,,a,,9/25/2024 9:36,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Khpw06c.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Khpw06c.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,,,,34,53,13
88351,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/21/2024,9/24/2024,,,,210671,1424,rv,,rv,,9/25/2024 9:36,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,,,,38,53,8
88351,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/21/2024,9/24/2024,,,,210672,1236,lv,,lv,,9/25/2024 9:36,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YtkV7hy.pdf,,,,38,54,8
88208,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/15/2024,9/17/2024,,,,209862,1592,a,,a,,9/18/2024 9:57,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_4AQTHJt.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_4AQTHJt.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dUFR0mV.pdf,,,,36,49,15
88208,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/15/2024,9/17/2024,,,,209863,1445,rv,,rv,,9/18/2024 9:57,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dUFR0mV.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_dUFR0mV.pdf,,,,42,51,8
88130,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/8/2024,9/10/2024,,,,209134,1626,a,,a,,9/11/2024 9:46,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_zfe6xV0.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_zfe6xV0.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,,,,36,50,15
88130,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/8/2024,9/10/2024,,,,209135,1464,rv,,rv,,9/11/2024 9:46,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_k1paNHZ.pdf,,,,39,52,9
88021,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/1/2024,9/3/2024,,,,207723,1544,a,,a,,9/4/2024 9:33,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_H6rLeqi.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_H6rLeqi.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,,,,35,50,15
88021,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,9/1/2024,9/3/2024,,,,207724,1389,rv,,rv,,9/4/2024 9:33,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_HIwtch9.pdf,,,,40,52,8
87920,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/25/2024,8/27/2024,,,,207160,1555,a,,a,,8/28/2024 10:05,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_QiKoTUQ.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_QiKoTUQ.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,,,,37,50,13
87920,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/25/2024,8/27/2024,,,,207161,1368,rv,,rv,,8/28/2024 10:05,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_EQQr3lh.pdf,,,,42,51,7
87853,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/17/2024,8/20/2024,,,,206504,1565,a,,a,,8/21/2024 9:43,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_m7wODye.pdf,,,,,34,51,15
87853,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/17/2024,8/20/2024,,,,206505,1371,rv,,rv,,8/21/2024 9:43,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Dgf6Oqh.pdf,,,,40,52,8
87760,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/11/2024,8/13/2024,,,,205786,1567,a,,a,,8/14/2024 10:00,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_W3lebBm.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,,,,37,50,14
87760,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/11/2024,8/13/2024,,,,205787,1407,rv,,rv,,8/14/2024 10:00,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_8IEdK8V.pdf,,,,42,51,8
87696,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/4/2024,8/6/2024,,,,205389,1618,a,,a,,8/7/2024 10:42,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OHhDhBP.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_OHhDhBP.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,,,,35,51,14
87696,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,8/4/2024,8/6/2024,,,,205390,1413,rv,,rv,,8/7/2024 10:42,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_qdE4wzP.pdf,,,,39,51,9
87665,1888,UMass Amherst/YouGov,1233,WCVB-TV,University of Massachusetts Department of Political Science/YouGov,861,University of Massachusetts Department of Political Science/YouGov,2.4,-0.4,Online Panel,7.5,,7/29/2024,8/1/2024,,,,205432,1000,rv,,rv,,8/7/2024 20:18,,https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FToplines%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,,https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FToplines%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,https://umass-my.sharepoint.com/personal/crystalpaul_umass_edu/_layouts/15/onedrive.aspx?ga=1&id=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024%2FCrosstabs%20Harris%20Biden%20State%20of%20the%20Nation%202024%20National%20Poll%20August%206%202024%2Epdf&parent=%2Fpersonal%2Fcrystalpaul%5Fumass%5Fedu%2FDocuments%2FUMass%20Poll%20Polls%20for%20Web%20Posting%2FHarris%20Biden%20State%20of%20the%20Nation%20Poll%20%2D%20August%206%2C%202024,,FALSE,,39,51,10
87699,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,3,-1.1,Probability Panel,10,,7/24/2024,8/1/2024,,,,205613,1005,a,,a,,8/9/2024 11:24,,https://law.marquette.edu/poll/2024/08/09/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024-supreme-court-issues/,https://law.marquette.edu/poll/2024/08/09/detailed-results-of-the-marquette-law-school-supreme-court-poll-july-24-august-1-2024-supreme-court-issues/,https://law.marquette.edu/poll/wp-content/uploads/2024/08/MLSPSC21Toplines_CourtItems.html,https://law.marquette.edu/poll/wp-content/uploads/2024/08/MLSPSC21Crosstabs_CourtItems.html#C1:_SCOTUS_approval,,,,43,57,0
87628,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/27/2024,7/30/2024,,,,204821,1610,a,,a,,7/31/2024 10:06,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_46OGlnS.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_46OGlnS.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,,,,34,51,15
87628,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/27/2024,7/30/2024,,,,204822,1434,rv,,rv,,7/31/2024 10:06,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5LIBPv8.pdf,,,,38,53,9
87898,1102,Emerson,,,Emerson College,88,Emerson College,2.9,-1.1,Online Panel,7,,7/25/2024,7/28/2024,,,,206897,1000,rv,,rv,,8/26/2024 13:30,,https://emersoncollegepolling.com/2024-supreme-court-survey/,https://emersoncollegepolling.com/2024-supreme-court-survey/,,https://docs.google.com/spreadsheets/d/1GfcxThXCBtmsdcbl-9tD40NhDsP-z2bH/edit?gid=440731706#gid=440731706,,,,33.7,42.5,23.8
87536,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/21/2024,7/23/2024,,,,204044,1605,a,,a,,7/24/2024 10:28,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xHwAlQq.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_xHwAlQq.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,,,,34,52,14
87536,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/21/2024,7/23/2024,,,,204045,1435,rv,,rv,,7/24/2024 10:28,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_U76IOiF.pdf,,,,39,53,7
87535,169,Gallup,,,Gallup,112,Gallup,2.5,-0.4,Live Phone,10,,7/1/2024,7/21/2024,,,,204764,1010,a,,a,,7/30/2024 10:22,,https://news.gallup.com/poll/647834/approval-supreme-court-stalled-near-historical-low.aspx,https://news.gallup.com/poll/647834/approval-supreme-court-stalled-near-historical-low.aspx,,,,,,43,52,5
87437,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/13/2024,7/16/2024,,,,203250,1582,a,,a,,7/17/2024 10:04,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_SFkiutc.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,,,,33,53,14
87437,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/13/2024,7/16/2024,,,,203251,1404,rv,,rv,,7/17/2024 10:04,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_sPu9WiO.pdf,,,,38,54,8
87393,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone/Text-to-Web,9,,7/7/2024,7/10/2024,,,,203208,1210,rv,,rv,,7/17/2024 9:44,,https://www.foxnews.com/official-polls/fox-news-poll-supreme-court-approval-rating-drops-record-low,https://www.foxnews.com/official-polls/fox-news-poll-supreme-court-approval-rating-drops-record-low,https://static.foxnews.com/foxnews.com/content/uploads/2024/07/Fox_July-7-10-2024_National_Topline_July-16-Release.pdf,https://static.foxnews.com/foxnews.com/content/uploads/2024/07/Fox_July-7-10-2024_National_Cross-Tabs_July-16-Release.pdf,,FALSE,,38,60,3
87363,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/7/2024,7/9/2024,,,,202535,1620,a,,a,,7/10/2024 10:17,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_fWHOrrW.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_fWHOrrW.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,,,,36,52,13
87363,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,7/7/2024,7/9/2024,,,,202536,1443,rv,,rv,,7/10/2024 10:17,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_RptTnGc.pdf,,,,41,51,8
87300,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/30/2024,7/2/2024,,,,201991,1608,a,,a,,7/3/2024 9:41,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_1ZQDEgl.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_1ZQDEgl.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,,,,36,50,14
87300,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/30/2024,7/2/2024,,,,201992,1392,rv,,rv,,7/3/2024 9:41,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_xTDr4ON.pdf,,,,40,51,8
87244,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/23/2024,6/25/2024,,,,201430,1599,a,,a,,6/26/2024 10:46,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_8Xhha4w.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_8Xhha4w.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,,,,36,48,16
87244,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/23/2024,6/25/2024,,,,201431,1406,rv,,rv,,6/26/2024 10:46,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_DqmBE9q.pdf,,,,41,50,8
87247,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,,6/20/2024,6/24/2024,,,,201481,1568,a,,a,,6/26/2024 14:16,,https://poll.qu.edu/images/polling/us/us06262024_trends_ummk42.pdf,,https://poll.qu.edu/images/polling/us/us06262024_trends_ummk42.pdf,https://poll.qu.edu/poll-release?releaseid=3900,,,,36,54,10
87247,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,,6/20/2024,6/24/2024,,,,201482,1405,rv,,rv,,6/26/2024 14:16,,https://poll.qu.edu/poll-release?releaseid=3900,,,https://poll.qu.edu/poll-release?releaseid=3900,,,,37,54,9
87204,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/16/2024,6/18/2024,,,,201217,1600,a,,a,,6/20/2024 9:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_hoa7Ul9.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_hoa7Ul9.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BAWCOh6.pdf,,,,35,50,15
87204,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/16/2024,6/18/2024,,,,201218,1396,rv,,rv,,6/20/2024 9:34,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BAWCOh6.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_BAWCOh6.pdf,,,,39,52,9
87150,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/9/2024,6/11/2024,,,,200750,1595,a,,a,,6/12/2024 10:54,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_MbPLbQp.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_MbPLbQp.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_maqVHQt.pdf,,,,34,50,15
87150,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/9/2024,6/11/2024,,,,200751,1399,rv,,rv,,6/12/2024 10:54,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_maqVHQt.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_maqVHQt.pdf,,,,39,52,9
87102,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/2/2024,6/4/2024,,,,200444,1766,a,,a,,6/5/2024 10:14,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_x5cabBL.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_x5cabBL.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_b6cGJcE.pdf,,,,33,51,15
87102,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,6/2/2024,6/4/2024,,,,200445,1566,rv,,rv,,6/5/2024 10:14,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_b6cGJcE.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_b6cGJcE.pdf,,,,37,54,9
87149,217,High Point University,,,High Point University Survey Research Center,139,High Point University Survey Research Center,2.5,-0.4,Online Panel,8,,5/22/2024,5/29/2024,,,,200734,1000,a,,a,,6/11/2024 19:09,,https://www.highpoint.edu/src/files/2023/08/104memo.pdf,,https://www.highpoint.edu/src/files/2023/08/104memo.pdf,,,,,36,48,17
87149,217,High Point University,,,High Point University Survey Research Center,139,High Point University Survey Research Center,2.5,-0.4,Online Panel,8,,5/22/2024,5/29/2024,,,,200735,850,rv,,rv,,6/11/2024 19:09,,https://www.highpoint.edu/src/files/2023/08/104memo.pdf,,https://www.highpoint.edu/src/files/2023/08/104memo.pdf,,,,,38,49,13
87051,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,5/25/2024,5/28/2024,,,,200182,1748,a,,a,,5/29/2024 10:05,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_pqZR1wO.pdf,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_pqZR1wO.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ePXwWM.pdf,,,,34,50,16
87051,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,,5/25/2024,5/28/2024,,,,200183,1547,rv,,rv,,5/29/2024 10:05,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ePXwWM.pdf,,,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_5ePXwWM.pdf,,,,38,52,10
